"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-07-22","26715","Chicken Fried Rice","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26714","Tandoor Chicken ( Quarter)","100","1","100","0","5","105","9","biller","Non Veg Tandoor"
"2023-07-22","26713","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","10","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26712","French Fries","100","1","100","0","5","105","50","biller","Veg Starters"
"2023-07-22","26711","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","1","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26711","Chicken Noodles","160","1","160","0","8","168","1","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26710","French Fries","100","1","100","0","5","105","5","biller","Veg Starters"
"2023-07-22","26709","Schewan  Chicken Fried Rice","160","1","160","0","8","168","11","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26709","Pepper Thandoor (quarter)","109","1","109","0","5.46","114.46","11","biller","Non Veg Tandoor"
"2023-07-22","26709","Mineral Water","20","1","20","0","1","21","11","biller","Deserts & Mocktails"
"2023-07-22","26708","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26708","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","4","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26708","Kalaki","30","2","60","0","3","63","4","biller","NON VEG STARTERS EGG"
"2023-07-22","26708","Plain Briyani With Raitha, Gravy.","130","1","130","0","6.5","136.5","4","biller","VEG BIRYANI & RICE"
"2023-07-22","26708","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-07-22","26707","Chicken Biriyani With Raitha And Gravy","160","2","320","48","13.6","285.6","50","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26706","Chapathi (2 No)","50","1","50","0","2.5","52.5","13","biller","Indian Breads"
"2023-07-22","26706","Paneer Butter Masala","150","1","150","0","7.5","157.5","13","biller","Veg Gravy"
"2023-07-22","26706","Mixed Noodles","170","1","170","0","8.5","178.5","13","biller","NON VEG BRIYANI & RICE"
"2023-07-22","26706","Tea","20","1","20","0","1","21","13","biller","Deserts & Mocktails"
"2023-07-22","26705","Pulka (2 No)","40","1","40","0","2","42","3","biller","Indian Breads"
"2023-07-22","26705","Paneer Butter Masala","150","1","150","0","7.5","157.5","3","biller","Veg Gravy"
"2023-07-22","26704","Mineral Water","20","1","20","1","0.96","19.96","1","biller","Deserts & Mocktails"
"2023-07-21","26703","Chicken Biriyani With Raitha And Gravy","160","7","1120","0","56","1176","50","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26703","Chicken Noodles","160","5","800","0","40","840","50","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26703","Egg Fried Rice","140","2","280","0","14","294","50","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26703","Prawn Biriyani","170","3","510","0","25.5","535.5","50","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26703","Mushroom Pulao","140","3","420","0","21","441","50","biller","VEG BIRYANI & RICE"
"2023-07-21","26703","Chicken Kheema Masala","180","4","720","0","36","756","50","biller","Non Veg Gravy"
"2023-07-21","26703","Chicken Chettinad Gravy","170","4","680","0","34","714","50","biller","Non Veg Gravy"
"2023-07-21","26703","Chicken Tikka Masala","190","4","760","0","38","798","50","biller","Non Veg Gravy"
"2023-07-21","26703","Egg Bhurji Masala","150","3","450","0","22.5","472.5","50","biller","Non Veg Gravy"
"2023-07-21","26703","Pepper Chicken Gravy","170","3","510","0","25.5","535.5","50","biller","Non Veg Gravy"
"2023-07-21","26703","Methi Chicken Masala","170","6","1020","0","51","1071","50","biller","Non Veg Gravy"
"2023-07-21","26703","Hot And Sour Chicken Soup","90","6","540","0","27","567","50","biller","Non Veg Soup"
"2023-07-21","26703","Kozhicharru","90","4","360","0","18","378","50","biller","Non Veg Soup"
"2023-07-21","26703","Manchow Chicken Soup","90","2","180","0","9","189","50","biller","Non Veg Soup"
"2023-07-21","26702","Chicken Clear Soup","90","1","90","0","4.5","94.5","12","biller","Non Veg Soup"
"2023-07-21","26702","Plain Briyani With Raitha, Gravy.","130","1","130","0","6.5","136.5","12","biller","VEG BIRYANI & RICE"
"2023-07-21","26701","Roti","40","3","120","0","6","126","23","biller","Indian Breads"
"2023-07-21","26701","Butter Chicken Gravy","170","1","170","0","8.5","178.5","23","biller","Non Veg Gravy"
"2023-07-21","26701","Chicken Kati Roll","120","1","120","0","6","126","23","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26701","Thandoor Chicken Half","199","1","199","0","9.94","208.94","23","biller","Non Veg Tandoor"
"2023-07-21","26701","Mineral Water","20","1","20","0","1","21","23","biller","Deserts & Mocktails"
"2023-07-21","26700","Chicken Noodles","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26700","Chicken Lolly Pop","190","1","190","0","9.5","199.5","41","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26700","Soft Drink 600ml","40","1","40","0","2","42","41","biller","Deserts & Mocktails"
"2023-07-21","26699","Fish Finger","199","1","199","0","9.94","208.94","42","biller","NON VEG STARTERS FISH"
"2023-07-21","26698","Chicken 65","160","1","160","0","8","168","20","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26698","Chicken Fried Rice","160","1","160","0","8","168","20","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26697","Egg Fried Rice","140","1","140","0","7","147","6","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26697","Singapore Fried Rice Non-veg","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26697","Thandoor Chicken Half","199","1","199","0","9.94","208.94","6","biller","Non Veg Tandoor"
"2023-07-21","26697","Fish Finger","199","1","199","0","9.94","208.94","6","biller","NON VEG STARTERS FISH"
"2023-07-21","26696","French Fries","100","1","100","0","5","105","2","biller","Veg Starters"
"2023-07-21","26695","Butter Naan","60","6","360","0","18","378","50","biller","Indian Breads"
"2023-07-21","26695","Pepper Chicken Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-07-21","26694","Venila Milk Shake","110","1","110","0","5.5","115.5","50","biller","Deserts & Mocktails"
"2023-07-21","26693","Sweet Corn Chicken Soup","90","1","90","0","4.5","94.5","41","biller","Non Veg Soup"
"2023-07-21","26693","Pepper Garlic Chicken Soup","90","1","90","0","4.5","94.5","41","biller","Non Veg Soup"
"2023-07-21","26693","Kozhi Milaghuperattal","160","1","160","0","8","168","41","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26692","Butter Roti","50","4","200","0","10","210","49","biller","Indian Breads"
"2023-07-21","26691","Chicken Roast","160","1","160","0","8","168","2","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26691","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26691","Mushroom Fried Rice","140","1","140","0","7","147","2","biller","VEG BIRYANI & RICE"
"2023-07-21","26691","Fish 65","199","1","199","0","9.94","208.94","2","biller","NON VEG STARTERS FISH"
"2023-07-21","26690","Butter Naan","60","12","720","0","36","756","50","biller","Indian Breads"
"2023-07-21","26690","Paneer Butter Masala","150","3","450","0","22.5","472.5","50","biller","Veg Gravy"
"2023-07-21","26689","Dragon Prawns","199","1","199","0","9.94","208.94","6","biller","NON VEG STARTERS FISH"
"2023-07-21","26688","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","1","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26687","Plain Briyani With Raitha, Gravy.","130","4","520","52","23.4","491.4","4","biller","VEG BIRYANI & RICE"
"2023-07-21","26687","Chicken Fried Rice","160","1","160","16","7.2","151.2","4","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26687","Chicken 65","160","1","160","16","7.2","151.2","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26687","Mineral Water","20","1","20","2","0.9","18.9","4","biller","Deserts & Mocktails"
"2023-07-21","26687","Soft Drink 600ml","40","1","40","4","1.8","37.8","4","biller","Deserts & Mocktails"
"2023-07-21","26686","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","13","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26686","Mineral Water","20","1","20","0","1","21","13","biller","Deserts & Mocktails"
"2023-07-21","26685","Schezwan Chicken  Fried Rice","160","2","320","32","14.4","302.4","2","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26685","Gobi Manchurian","120","1","120","12","5.4","113.4","2","biller","Veg Starters"
"2023-07-21","26684","Pepper Tandoori Chicken ( Half )","209","1","209","20.9","9.4","197.5","16","biller","Non Veg Tandoor"
"2023-07-21","26684","Dragon Prawns","199","1","199","19.9","8.96","188.06","16","biller","NON VEG STARTERS FISH"
"2023-07-21","26684","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","16","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26684","Veg Fried Rice","130","1","130","13","5.86","122.86","16","biller","VEG BIRYANI & RICE"
"2023-07-21","26684","Mineral Water","20","1","20","2","0.9","18.9","16","biller","Deserts & Mocktails"
"2023-07-21","26683","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","15","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26683","Gobi- 65","120","1","120","12","5.4","113.4","15","biller","Veg Starters"
"2023-07-21","26683","Plain Briyani With Raitha, Gravy.","130","1","130","13","5.86","122.86","15","biller","VEG BIRYANI & RICE"
"2023-07-21","26682","Pulka (2 No)","40","1","40","4","1.8","37.8","4","biller","Indian Breads"
"2023-07-21","26682","Kadai Paneer","150","1","150","15","6.76","141.76","4","biller","Veg Gravy"
"2023-07-21","26682","Schewan  Chicken Fried Rice","160","1","160","16","7.2","151.2","4","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26681","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","3","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26681","Chicken Fried Rice","160","1","160","16","7.2","151.2","3","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26681","French Fries","100","1","100","10","4.5","94.5","3","biller","Veg Starters"
"2023-07-21","26680","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","13","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26679","Chicken Kati Roll","120","2","240","0","12","252","6","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26679","Mojito","99","1","99","0","4.96","103.96","6","biller","Deserts & Mocktails"
"2023-07-21","26678","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","14","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26678","Romali Roti (1 No)","50","2","100","0","5","105","14","biller","Indian Breads"
"2023-07-21","26678","Paneer Butter Masala","150","1","150","0","7.5","157.5","14","biller","Veg Gravy"
"2023-07-21","26678","Romali Roti (1 No)","50","1","50","0","2.5","52.5","14","biller","Indian Breads"
"2023-07-21","26678","Mineral Water","20","1","20","0","1","21","14","biller","Deserts & Mocktails"
"2023-07-21","26677","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26676","Chicken Fried Rice","160","1","160","16","7.2","151.2","9","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26676","Chicken 65","160","1","160","16","7.2","151.2","9","biller","NON VEG STARTERS CHICKEN"
"2023-07-21","26676","Mineral Water","20","1","20","2","0.9","18.9","9","biller","Deserts & Mocktails"
"2023-07-21","26675","Veg Noodles","130","1","130","13","5.86","122.86","3","biller","VEG BIRYANI & RICE"
"2023-07-21","26674","Schewan  Chicken Fried Rice","160","1","160","16","7.2","151.2","1","biller","NON VEG BRIYANI & RICE"
"2023-07-21","26673","Chicken Biriyani With Raitha And Gravy","160","2","320","32","14.4","302.4","2","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26672","Hot And Sour Chicken Soup","90","3","270","0","13.5","283.5","50","biller","Non Veg Soup"
"2023-07-20","26672","Manchow Chicken Soup","90","3","270","0","13.5","283.5","50","biller","Non Veg Soup"
"2023-07-20","26672","Dragon Babycorn","160","2","320","0","16","336","50","biller","Veg Starters"
"2023-07-20","26672","Bread Omblet","50","3","150","0","7.5","157.5","50","biller","Veg Starters"
"2023-07-20","26672","Chilli Paneer","140","4","560","0","28","588","50","biller","Veg Starters"
"2023-07-20","26672","Dragon Mushroom","160","4","640","0","32","672","50","biller","Veg Starters"
"2023-07-20","26672","Gobi Potato","120","4","480","0","24","504","50","biller","Veg Starters"
"2023-07-20","26672","Chicken 65 Boneless","190","4","760","0","38","798","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Chicken Lolly Pop","190","4","760","0","38","798","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Grill Chicken ( Quater )","100","4","400","0","20","420","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Kozhi Malliperattal","170","4","680","0","34","714","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Grill Chicken (half)","199","3","597","0","29.86","626.86","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Kumpo Chicken","190","1","190","0","9.5","199.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26672","Chicken Fried Rice","160","3","480","0","24","504","50","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26672","Chicken Biriyani With Raitha And Gravy","160","5","800","0","40","840","50","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26671","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-20","26670","Lemon Soda","50","2","100","0","5","105","3","biller","Deserts & Mocktails"
"2023-07-20","26669","Manchow Chicken Soup","90","1","90","0","4.5","94.5","13","biller","Non Veg Soup"
"2023-07-20","26669","Chicken Lolly Pop","190","1","190","0","9.5","199.5","13","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26669","Chicken 65","160","1","160","0","8","168","13","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26669","Schezwan Chicken  Fried Rice","160","3","480","0","24","504","13","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26669","Egg Fried Rice","140","1","140","0","7","147","13","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26669","Butter Scotch Scoop","80","1","80","0","4","84","13","biller","Deserts & Mocktails"
"2023-07-20","26669","Lemon Soda","50","1","50","0","2.5","52.5","13","biller","Deserts & Mocktails"
"2023-07-20","26669","Mineral Water","20","1","20","0","1","21","13","biller","Deserts & Mocktails"
"2023-07-20","26668","Chicken Fried Rice","160","1","160","0","8","168","7","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26667","Egg Fried Rice","140","1","140","0","7","147","5","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26666","Thandoor Chicken Half","199","1","199","0","9.94","208.94","4","biller","Non Veg Tandoor"
"2023-07-20","26665","Kozhi Milaghuperattal","160","1","160","0","8","168","41","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26665","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26665","Thandoor Chicken Half","199","1","199","0","9.94","208.94","41","biller","Non Veg Tandoor"
"2023-07-20","26664","Chicken Kati Roll","120","1","120","0","6","126","7","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26664","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","7","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26663","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","9","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26663","Schezwan Chicken Dry","190","1","190","0","9.5","199.5","9","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26663","Mineral Water","20","1","20","0","1","21","9","biller","Deserts & Mocktails"
"2023-07-20","26662","Mineral Water","20","1","20","1","0.96","19.96","50","biller","Deserts & Mocktails"
"2023-07-20","26661","Mineral Water","20","1","20","1","0.96","19.96","50","biller","Deserts & Mocktails"
"2023-07-20","26661","Soft Drink 600ml","40","1","40","2","1.9","39.9","50","biller","Deserts & Mocktails"
"2023-07-20","26660","Venila Milk Shake","110","1","110","0","5.5","115.5","2","biller","Deserts & Mocktails"
"2023-07-20","26659","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","3","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26659","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26658","Chapathi (2 No)","50","2","100","0","5","105","2","biller","Indian Breads"
"2023-07-20","26658","Green Peas  Masala","150","1","150","0","7.5","157.5","2","biller","Veg Gravy"
"2023-07-20","26657","Chicken Kati Roll","120","1","120","0","6","126","1","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26657","Mineral Water","20","1","20","0","1","21","1","biller","Deserts & Mocktails"
"2023-07-20","26657","Mineral Water","20","1","20","0","1","21","1","biller","Deserts & Mocktails"
"2023-07-20","26657","Manchow Veg Soup","80","1","80","0","4","84","1","biller","Veg Soup"
"2023-07-20","26656","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26656","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26655","Pulka (2 No)","40","2","80","0","4","84","5","biller","Indian Breads"
"2023-07-20","26655","Egg Masala","150","1","150","0","7.5","157.5","5","biller","Non Veg Gravy"
"2023-07-20","26655","Jeera Peas Pulao","130","1","130","0","6.5","136.5","5","biller","VEG BIRYANI & RICE"
"2023-07-20","26654","Chicken Fried Rice","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26654","Chicken Noodles","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-07-20","26654","Chicken 65","160","1","160","0","8","168","3","biller","NON VEG STARTERS CHICKEN"
"2023-07-20","26653","Mixed Veg Pulao","140","1","140","0","7","147","50","biller","VEG BIRYANI & RICE"
"2023-07-20","26653","Gobi- 65","120","1","120","0","6","126","50","biller","Veg Starters"
"2023-07-20","26652","Chicken Fried Rice","160","2","320","0","16","336","3","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26651","Mineral Water","20","1","20","0","1","21","6","biller","Deserts & Mocktails"
"2023-07-19","26650","Naan","50","2","100","0","5","105","4","biller","Indian Breads"
"2023-07-19","26650","Paneer Butter Masala","150","1","150","0","7.5","157.5","4","biller","Veg Gravy"
"2023-07-19","26649","Garlic Naan","60","1","60","0","3","63","5","biller","Indian Breads"
"2023-07-19","26649","Butter Naan","60","1","60","0","3","63","5","biller","Indian Breads"
"2023-07-19","26648","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","49","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26647","Tandoor Chicken ( Quarter)","100","1","100","0","5","105","8","biller","Non Veg Tandoor"
"2023-07-19","26647","Pulka (2 No)","40","1","40","0","2","42","8","biller","Indian Breads"
"2023-07-19","26646","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26646","Butter Naan","60","3","180","0","9","189","50","biller","Indian Breads"
"2023-07-19","26646","Chicken Pallipalayam Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-07-19","26645","Pepper Tandoori Chicken ( Full )","399","1","399","0","19.96","418.96","10","biller","Non Veg Tandoor"
"2023-07-19","26645","Garlic Naan","60","4","240","0","12","252","10","biller","Indian Breads"
"2023-07-19","26645","Chicken Kheema Masala","180","1","180","0","9","189","10","biller","Non Veg Gravy"
"2023-07-19","26644","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","7","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26643","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","11","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26642","Chicken Kati Roll","120","1","120","0","6","126","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-19","26642","Chicken Kati Roll","120","1","120","0","6","126","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-19","26641","Chicken Biriyani With Raitha And Gravy","160","6","960","0","48","1008","50","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26641","Chicken Fried Rice","160","7","1120","0","56","1176","50","biller","NON VEG BRIYANI & RICE"
"2023-07-19","26641","Butter Naan","60","10","600","0","30","630","50","biller","Indian Breads"
"2023-07-19","26641","Chicken Chettinad Gravy","170","3","510","0","25.5","535.5","50","biller","Non Veg Gravy"
"2023-07-19","26641","Butter Chicken Gravy","170","3","510","0","25.5","535.5","50","biller","Non Veg Gravy"
"2023-07-19","26641","Paneer Butter Masala","150","3","450","0","22.5","472.5","50","biller","Veg Gravy"
"2023-07-19","26641","Veg Fried Rice","130","3","390","0","19.5","409.5","50","biller","VEG BIRYANI & RICE"
"2023-07-19","26641","Chicken 65 Boneless","190","4","760","0","38","798","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-19","26641","Kozhi Malliperattal","170","3","510","0","25.5","535.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-19","26640","Egg Fried Rice","140","1","140","0","7","147","2","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Chicken Tikka Masala","190","2","380","0","19","399","50","biller","Non Veg Gravy"
"2023-07-18","26639","Chilly Chicken Gravy","170","2","340","0","17","357","50","biller","Non Veg Gravy"
"2023-07-18","26639","Egg Bhurji Masala","150","3","450","0","22.5","472.5","50","biller","Non Veg Gravy"
"2023-07-18","26639","Kadai Chicken","170","3","510","0","25.5","535.5","50","biller","Non Veg Gravy"
"2023-07-18","26639","Hydrabadi Chicken Masala","170","2","340","0","17","357","50","biller","Non Veg Gravy"
"2023-07-18","26639","Mushroom Fried Rice","140","2","280","0","14","294","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Mushroom Pulao","140","2","280","0","14","294","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Paneer Fried Rice","150","2","300","0","15","315","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Plain Briyani With Raitha, Gravy.","130","2","260","0","13","273","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Schezwan Paneer Fried Rice","160","2","320","0","16","336","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Schezwan Mushroom Fried Rice","140","3","420","0","21","441","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Schezwan Veg Noodles","130","3","390","0","19.5","409.5","50","biller","VEG BIRYANI & RICE"
"2023-07-18","26639","Prawn Biriyani","170","1","170","0","8.5","178.5","50","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Prawn Fried Rice","170","2","340","0","17","357","50","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Schewan  Chicken Fried Rice","160","3","480","0","24","504","50","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Schezwan Chicken  Fried Rice","160","3","480","0","24","504","50","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Schewan Chicken Noodle","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26639","Sweet Corn Veg Soup","80","2","160","0","8","168","50","biller","Veg Soup"
"2023-07-18","26639","Manchow Veg Soup","80","2","160","0","8","168","50","biller","Veg Soup"
"2023-07-18","26639","Vegetable Pepper Soup","80","2","160","0","8","168","50","biller","Veg Soup"
"2023-07-18","26639","Kozhi Milaghuperattal","160","2","320","0","16","336","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26639","Chilly Chicken Dry","190","2","380","0","19","399","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26639","Chicken Pallipalayam","160","2","320","0","16","336","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26639","Kozhi Malliperattal","170","2","340","0","17","357","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26638","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-18","26637","Potato Manchurian","120","1","120","0","6","126","42","biller","Veg Starters"
"2023-07-18","26637","Dragon Paneer","150","1","150","0","7.5","157.5","42","biller","Veg Starters"
"2023-07-18","26637","Kadai Vegetable","150","1","150","0","7.5","157.5","42","biller","Veg Gravy"
"2023-07-18","26637","Butter Naan","60","4","240","0","12","252","42","biller","Indian Breads"
"2023-07-18","26637","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","42","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26637","Veg Fried Rice","130","1","130","0","6.5","136.5","42","biller","VEG BIRYANI & RICE"
"2023-07-18","26637","Mineral Water","20","2","40","0","2","42","42","biller","Deserts & Mocktails"
"2023-07-18","26636","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","21","biller","Non Veg Tandoor"
"2023-07-18","26636","Plain Briyani With Raitha, Gravy.","130","1","130","0","6.5","136.5","21","biller","VEG BIRYANI & RICE"
"2023-07-18","26635","Mineral Water","20","1","20","0","1","21","49","biller","Deserts & Mocktails"
"2023-07-18","26634","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-18","26633","Pepper Thandoor (quarter)","109","1","109","0","5.46","114.46","41","biller","Non Veg Tandoor"
"2023-07-18","26632","Soft Drink 600ml","40","2","80","4","3.8","79.8","50","biller","Deserts & Mocktails"
"2023-07-18","26631","Manchow Chicken Soup","90","2","180","0","9","189","10","biller","Non Veg Soup"
"2023-07-18","26631","Prawn Pepper And Salt","199","1","199","0","9.94","208.94","10","biller","NON VEG STARTERS FISH"
"2023-07-18","26631","Garlic Naan","60","2","120","0","6","126","10","biller","Indian Breads"
"2023-07-18","26631","Garlic Roti","50","1","50","0","2.5","52.5","10","biller","Indian Breads"
"2023-07-18","26631","Kadai Chicken","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-07-18","26630","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","12","biller","Non Veg Tandoor"
"2023-07-18","26629","Pepper Tandoori Chicken ( Full )","399","1","399","0","19.96","418.96","39","biller","Non Veg Tandoor"
"2023-07-18","26629","Butter Naan","60","5","300","0","15","315","39","biller","Indian Breads"
"2023-07-18","26629","Chicken Manchurian Dry","190","1","190","0","9.5","199.5","39","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26628","Manchow Veg Soup","80","1","80","0","4","84","11","biller","Veg Soup"
"2023-07-18","26628","Chicken 65 Boneless","190","1","190","0","9.5","199.5","11","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26627","Sweet Corn Veg Soup","80","1","80","0","4","84","1","biller","Veg Soup"
"2023-07-18","26626","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26625","Blue Lagoon","99","1","99","0","4.96","103.96","4","biller","Deserts & Mocktails"
"2023-07-18","26624","Chicken Manchurian Dry","190","1","190","19","8.56","179.56","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-18","26624","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","4","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26623","Soft Drink 600ml","40","1","40","0","2","42","1","biller","Deserts & Mocktails"
"2023-07-18","26622","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-18","26621","French Fries","100","1","100","0","5","105","13","biller","Veg Starters"
"2023-07-18","26620","Pulka (2 No)","40","1","40","0","2","42","6","biller","Indian Breads"
