"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-08-29","27693","Paneer Pulao","140","1","140","0","7","147","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Paneer Noodles","150","1","150","0","7.5","157.5","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Schezwan Paneer Fried Rice","160","1","160","0","8","168","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Paneer Fried Rice","150","1","150","0","7.5","157.5","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Mushroom Pulao","140","1","140","0","7","147","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27692","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Chicken Noodles","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Chicken Fried Rice","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Mutton Biriyani","240","1","240","0","12","252","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Prawn Noodles","170","1","170","0","8.5","178.5","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Egg Noodles","140","1","140","0","7","147","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Schezwan Prawn Fried Rice","170","1","170","0","8.5","178.5","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Schewan Chicken Noodle","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27692","Egg Masala","150","1","150","0","7.5","157.5","50","biller","Non Veg Gravy"
"2023-08-29","27692","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-08-29","27692","Chicken Manchurian Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-08-29","27692","Garlic Naan","60","2","120","0","6","126","50","biller","Indian Breads"
"2023-08-29","27692","Chapathi (2 No)","50","1","50","0","2.5","52.5","50","biller","Indian Breads"
"2023-08-29","27692","Kulcha","55","1","55","0","2.76","57.76","50","biller","Indian Breads"
"2023-08-29","27692","Garlic Roti","50","1","50","0","2.5","52.5","50","biller","Indian Breads"
"2023-08-29","27692","Butter Naan","60","1","60","0","3","63","50","biller","Indian Breads"
"2023-08-29","27692","Butter Kulcha","60","1","60","0","3","63","50","biller","Indian Breads"
"2023-08-29","27691","Babycorn Manchurian","160","1","160","0","8","168","14","biller","Veg Starters"
"2023-08-29","27691","Dragon Babycorn","160","1","160","0","8","168","14","biller","Veg Starters"
"2023-08-29","27691","Dragon Gobi","160","1","160","0","8","168","14","biller","Veg Starters"
"2023-08-29","27691","Peanut Masala","120","1","120","0","6","126","14","biller","Veg Starters"
"2023-08-29","27691","Paneer Manchurian","140","1","140","0","7","147","14","biller","Veg Starters"
"2023-08-29","27691","Mushroom - 65","120","1","120","0","6","126","14","biller","Veg Starters"
"2023-08-29","27691","Honey Potato","170","1","170","0","8.5","178.5","14","biller","Veg Starters"
"2023-08-29","27691","French Fries","100","1","100","0","5","105","14","biller","Veg Starters"
"2023-08-29","27691","Chicken Manchurian Gravy","170","1","170","0","8.5","178.5","14","biller","Non Veg Gravy"
"2023-08-29","27691","Garlic Naan","60","1","60","0","3","63","14","biller","Indian Breads"
"2023-08-29","27691","Butter Kulcha","60","1","60","0","3","63","14","biller","Indian Breads"
"2023-08-29","27691","Butter Roti","50","1","50","0","2.5","52.5","14","biller","Indian Breads"
"2023-08-29","27691","Garlic Roti","50","1","50","0","2.5","52.5","14","biller","Indian Breads"
"2023-08-29","27691","Plain Paratha (1 No)","40","1","40","0","2","42","14","biller","Indian Breads"
"2023-08-29","27691","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","14","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27691","Chicken Fried Rice","160","1","160","0","8","168","14","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27691","Chicken Noodles","160","1","160","0","8","168","14","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27691","Lemon Soda","50","1","50","0","2.5","52.5","14","biller","Deserts & Mocktails"
"2023-08-29","27690","Butter Roti","50","3","150","0","7.5","157.5","20","biller","Indian Breads"
"2023-08-29","27690","Butter Naan","60","2","120","0","6","126","20","biller","Indian Breads"
"2023-08-29","27690","Chapathi (2 No)","50","2","100","0","5","105","20","biller","Indian Breads"
"2023-08-29","27690","Kulcha","55","1","55","0","2.76","57.76","20","biller","Indian Breads"
"2023-08-29","27690","Green Peas Pulao","130","1","130","0","6.5","136.5","20","biller","VEG BIRYANI & RICE"
"2023-08-29","27690","Mushroom Biriyani","140","1","140","0","7","147","20","biller","VEG BIRYANI & RICE"
"2023-08-29","27690","Mushroom Fried Rice","140","1","140","0","7","147","20","biller","VEG BIRYANI & RICE"
"2023-08-29","27690","Fish 65","199","1","199","0","9.94","208.94","20","biller","NON VEG STARTERS FISH"
"2023-08-29","27690","Dragon Fish","199","1","199","0","9.94","208.94","20","biller","NON VEG STARTERS FISH"
"2023-08-29","27690","Chicken Noodles","160","1","160","0","8","168","20","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27690","Egg Fried Rice","140","1","140","0","7","147","20","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27690","Chinese Chopsey Chicken","210","1","210","0","10.5","220.5","20","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27690","Kozhicharru","90","1","90","0","4.5","94.5","20","biller","Non Veg Soup"
"2023-08-29","27690","Manchow Chicken Soup","90","1","90","0","4.5","94.5","20","biller","Non Veg Soup"
"2023-08-29","27690","Sweet Corn Chicken Soup","90","1","90","0","4.5","94.5","20","biller","Non Veg Soup"
"2023-08-29","27689","Vegetable Pepper Soup","80","1","80","0","4","84","2","biller","Veg Soup"
"2023-08-29","27689","Baby Corn 65","160","1","160","0","8","168","2","biller","Veg Starters"
"2023-08-29","27688","Kulcha","55","2","110","22","4.4","92.4","20","biller","Indian Breads"
"2023-08-29","27688","Paneer Butter Masala","150","1","150","30","6","126","20","biller","Veg Gravy"
"2023-08-29","27688","Thandoor Chicken Half","199","1","199","39.8","7.96","167.16","20","biller","Non Veg Tandoor"
"2023-08-29","27688","Prawn Pepper Fry","199","1","199","39.8","7.96","167.16","20","biller","NON VEG STARTERS FISH"
"2023-08-29","27688","Lemon Soda","50","1","50","10","2","42","20","biller","Deserts & Mocktails"
"2023-08-29","27687","Naan","50","2","100","0","5","105","10","biller","Indian Breads"
"2023-08-29","27687","Kadai Vegetables","150","1","150","0","7.5","157.5","10","biller","Veg Gravy"
"2023-08-29","27686","Schewan Chicken Noodle","160","1","160","0","8","168","16","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27686","Singapore Noodles Non-veg","170","1","170","0","8.5","178.5","16","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27685","Pulka (2 No)","40","1","40","0","2","42","50","biller","Indian Breads"
"2023-08-29","27685","Paneer Butter Masala","150","1","150","0","7.5","157.5","50","biller","Veg Gravy"
"2023-08-29","27684","Mineral Water","20","1","20","0","1","21","9","biller","Deserts & Mocktails"
"2023-08-29","27683","Roti","40","2","80","0","4","84","2","biller","Indian Breads"
"2023-08-29","27683","Pepper Chicken Gravy","170","1","170","0","8.5","178.5","2","biller","Non Veg Gravy"
"2023-08-29","27682","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","5","biller","Non Veg Tandoor"
"2023-08-29","27682","Romali Roti (1 No)","50","2","100","0","5","105","5","biller","Indian Breads"
"2023-08-29","27682","Naan","50","1","50","0","2.5","52.5","5","biller","Indian Breads"
"2023-08-29","27682","Mineral Water","20","1","20","0","1","21","5","biller","Deserts & Mocktails"
"2023-08-29","27681","Roti","40","2","80","0","4","84","50","biller","Indian Breads"
"2023-08-29","27681","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-08-29","27680","Butter Naan","60","1","60","0","3","63","41","biller","Indian Breads"
"2023-08-29","27680","Hydrabadi Chicken Masala","170","1","170","0","8.5","178.5","41","biller","Non Veg Gravy"
"2023-08-29","27680","Thandoor Chicken Half","199","1","199","0","9.94","208.94","41","biller","Non Veg Tandoor"
"2023-08-29","27680","Mineral Water","20","1","20","0","1","21","41","biller","Deserts & Mocktails"
"2023-08-29","27680","Prawn 65","199","1","199","0","9.94","208.94","41","biller","NON VEG STARTERS FISH"
"2023-08-29","27679","Egg Fried Rice","140","1","140","0","7","147","12","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27679","Gobi- 65","120","1","120","0","6","126","12","biller","Veg Starters"
"2023-08-29","27679","Bulls Eye","25","1","25","0","1.26","26.26","12","biller","NON VEG STARTERS EGG"
"2023-08-29","27678","Pepper Garlic Chicken Soup","90","1","90","0","4.5","94.5","9","biller","Non Veg Soup"
"2023-08-29","27677","Naan","50","1","50","0","2.5","52.5","4","biller","Indian Breads"
"2023-08-29","27677","Roti","40","1","40","0","2","42","4","biller","Indian Breads"
"2023-08-29","27677","Mushroom Masala","150","1","150","0","7.5","157.5","4","biller","Veg Gravy"
"2023-08-29","27677","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-08-29","27676","Schezwan Paneer","150","1","150","0","7.5","157.5","7","biller","Veg Starters"
"2023-08-29","27676","French Fries","100","1","100","0","5","105","7","biller","Veg Starters"
"2023-08-29","27676","Mineral Water","20","1","20","0","1","21","7","biller","Deserts & Mocktails"
"2023-08-29","27675","Tandoor Chicken ( Quarter)","100","1","100","0","5","105","50","biller","Non Veg Tandoor"
"2023-08-29","27675","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","50","biller","Non Veg Tandoor"
"2023-08-29","27674","Schezwan Chicken  Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27674","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27673","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27672","Paneer Butter Masala","150","1","150","0","7.5","157.5","3","biller","Veg Gravy"
"2023-08-29","27672","Chapathi (2 No)","50","2","100","0","5","105","3","biller","Indian Breads"
"2023-08-29","27672","Romali Roti (1 No)","50","2","100","0","5","105","3","biller","Indian Breads"
"2023-08-29","27672","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-08-29","27671","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","9","biller","NON VEG BRIYANI & RICE"
"2023-08-29","27671","Mineral Water","20","1","20","0","1","21","9","biller","Deserts & Mocktails"
"2023-08-29","27670","Lemon Soda","50","1","50","0","2.5","52.5","50","biller","Deserts & Mocktails"
"2023-08-28","27669","Chicken Fried Rice","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27669","Schewan  Chicken Fried Rice","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27669","Masala Omelet (two Eggs","40","2","80","0","4","84","5","biller","NON VEG STARTERS EGG"
"2023-08-28","27669","Mineral Water","20","1","20","0","1","21","5","biller","Deserts & Mocktails"
"2023-08-28","27668","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27668","Egg Fried Rice","140","1","140","0","7","147","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27668","Chicken Fried Rice","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27668","Chicken Noodles","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27668","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","50","biller","Non Veg Gravy"
"2023-08-28","27668","Egg Bhurji Masala","150","1","150","0","7.5","157.5","50","biller","Non Veg Gravy"
"2023-08-28","27668","Green Peas  Mushroom  Masala","150","1","150","0","7.5","157.5","50","biller","Veg Gravy"
"2023-08-28","27668","Chicken 65 Boneless","190","1","190","0","9.5","199.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-08-28","27668","Baby Corn Pepper Fry","160","1","160","0","8","168","50","biller","Veg Starters"
"2023-08-28","27668","Babycorn Manchurian","160","1","160","0","8","168","50","biller","Veg Starters"
"2023-08-28","27668","Mineral Water","20","5","100","0","5","105","50","biller","Deserts & Mocktails"
"2023-08-28","27667","Butter Naan","60","3","180","0","9","189","49","biller","Indian Breads"
"2023-08-28","27667","Butter Roti","50","2","100","0","5","105","49","biller","Indian Breads"
"2023-08-28","27667","Chapathi (2 No)","50","2","100","0","5","105","49","biller","Indian Breads"
"2023-08-28","27667","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","49","biller","Non Veg Gravy"
"2023-08-28","27667","Chicken Kheema Masala","180","1","180","0","9","189","49","biller","Non Veg Gravy"
"2023-08-28","27667","Chicken Biriyani With Raitha And Gravy","160","4","640","0","32","672","49","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27667","Chicken Fried Rice","160","2","320","0","16","336","49","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27667","Prawn Fried Rice","170","1","170","0","8.5","178.5","49","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27667","Mineral Water","20","2","40","0","2","42","49","biller","Deserts & Mocktails"
"2023-08-28","27666","Chicken Biriyani With Raitha And Gravy","160","4","640","0","32","672","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27666","Chicken Fried Rice","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27666","Chicken Noodles","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27666","Mushroom Fried Rice","140","1","140","0","7","147","50","biller","VEG BIRYANI & RICE"
"2023-08-28","27666","Paneer Pulao","140","1","140","0","7","147","50","biller","VEG BIRYANI & RICE"
"2023-08-28","27665","Schezwan Chicken  Fried Rice","160","1","160","0","8","168","7","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27664","Butter Chicken Gravy","170","1","170","0","8.5","178.5","41","biller","Non Veg Gravy"
"2023-08-28","27664","Romali Roti (1 No)","50","2","100","0","5","105","41","biller","Indian Breads"
"2023-08-28","27664","Plain Briyani With Raitha, Gravy.","130","2","260","0","13","273","41","biller","VEG BIRYANI & RICE"
"2023-08-28","27664","Tandoor Chicken ( Quarter)","100","1","100","0","5","105","41","biller","Non Veg Tandoor"
"2023-08-28","27663","Chapathi (2 No)","50","1","50","0","2.5","52.5","11","biller","Indian Breads"
"2023-08-28","27663","Kozhi Malliperattal","170","1","170","0","8.5","178.5","11","biller","NON VEG STARTERS CHICKEN"
"2023-08-28","27662","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","5","biller","Non Veg Tandoor"
"2023-08-28","27662","Butter Roti","50","3","150","0","7.5","157.5","5","biller","Indian Breads"
"2023-08-28","27662","Garlic Naan","60","3","180","0","9","189","5","biller","Indian Breads"
"2023-08-28","27662","Egg Bhurji Masala","150","1","150","0","7.5","157.5","5","biller","Non Veg Gravy"
"2023-08-28","27662","Egg Bhurji Masala","150","1","150","0","7.5","157.5","5","biller","Non Veg Gravy"
"2023-08-28","27662","Egg Bhurji Masala","150","1","150","0","7.5","157.5","5","biller","Non Veg Gravy"
"2023-08-28","27661","Dragon Mushroom","160","1","160","0","8","168","13","biller","Veg Starters"
"2023-08-28","27661","Garlic Naan","60","2","120","0","6","126","13","biller","Indian Breads"
"2023-08-28","27661","Butter Naan","60","2","120","0","6","126","13","biller","Indian Breads"
"2023-08-28","27661","Kadai Paneer","150","1","150","0","7.5","157.5","13","biller","Veg Gravy"
"2023-08-28","27661","Kulcha","55","1","55","0","2.76","57.76","13","biller","Indian Breads"
"2023-08-28","27661","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","13","biller","Non Veg Tandoor"
"2023-08-28","27661","Pichipotta Kozhivaruval","160","1","160","0","8","168","13","biller","NON VEG STARTERS CHICKEN"
"2023-08-28","27661","Singapore Fried Rice Non-veg","160","1","160","0","8","168","13","biller","NON VEG BRIYANI & RICE"
"2023-08-28","27661","Kadai Chicken","170","1","170","0","8.5","178.5","13","biller","Non Veg Gravy"
"2023-08-28","27661","Mineral Water","20","2","40","0","2","42","13","biller","Deserts & Mocktails"
"2023-08-28","27660","Sweet Corn Veg Soup","80","2","160","0","8","168","9","biller","Veg Soup"
"2023-08-28","27660","Dragon Paneer","150","1","150","0","7.5","157.5","9","biller","Veg Starters"
"2023-08-28","27660","Channa Masala","140","1","140","0","7","147","9","biller","Veg Gravy"
